plan,inbound_transactions,outbound_transactions,user_settings_crypto_unlocked,country,NotsPerUser,AvgNotsPerMonth,AvgPushPerMonth,inbound_outbound_ratio
0,0.39313222079589405,1.0,1,1,0.42105263157894735,0.4109215515837917,-0.8035146750419969,-1.0480210147194782
0,0.06418485237483984,0.08002917519298179,0,2,0.8421052631578947,1.842239714497444,1.9921713364272868,-0.48096078252931507
1,0.06819640564826733,0.033429908624916446,1,2,0.631578947368421,1.1576962452778712,1.2884517454395954,0.4328347044969853
0,0.0,0.0020260550681767543,0,2,0.3684210526315789,0.19622382714674366,0.5207576461802955,-1.3779379477085054
0,0.01604621309370996,0.0354559636930932,0,2,0.5789473684210527,0.858208477494308,1.5875325716093645,-0.8317018535288703
0,0.03209242618741992,0.01418238547723728,0,2,0.2631578947368421,-0.23317162172735215,0.07933353910619788,0.5587172952920193
0,0.04412708600770239,0.012156330409060525,0,2,0.47368421052631576,0.2677897352924262,0.553455728185784,1.1691847088465326
1,0.04412708600770239,0.02431266081812105,0,2,0.7894736842105263,1.5273497186564406,2.6395933601359634,0.2958855123133766
0,0.05215019255455737,0.07699009259071667,0,2,0.7368421052631579,1.699107898206079,1.4036058603284902,-0.6000118248178453
0,0.15243902439024462,0.6746763377028592,0,2,0.3157894736842105,-0.018473897290304308,0.07933353910619788,-1.0904656850756151
0,0.03610397946084741,0.026338715886297805,0,2,0.3157894736842105,-0.25702692444257974,0.553455728185784,-0.008446025872420236
0,0.14441591784338964,0.1468889924428147,0,3,0.47368421052631576,0.3283455037233885,0.24911204182700478,-0.3186624280562848
0,0.02808087291399243,0.012156330409060525,1,2,0.7368421052631579,1.3384157211518388,2.251140145910757,0.5841996011209735
0,0.02005776636713745,0.030390826022651314,0,1,0.21052631578947367,-0.550924253894183,-0.07957913944047716,-0.6171091022440136
0,0.1564505776636721,0.07597706505662828,0,3,0.3684210526315789,0.13088104144851181,0.4439882362543654,0.4440469190617251
0,0.19255455712451952,0.23299633284032675,0,2,0.5789473684210527,1.0550147248949353,1.8450299674025878,-0.4583750265715656
0,0.11232349165596972,0.3241688109082807,0,2,0.3684210526315789,0.19622382714674366,0.9621817532543928,-0.9494251496882743
1,0.00802310654685498,0.0020260550681767543,0,1,0.5789473684210527,0.858208477494308,1.5875325716093645,1.2849630114172161
0,0.08424261874197729,0.04963834917033048,0,1,0.631578947368421,0.7926063950274322,1.9921713364272868,0.2198026277669274
0,0.01203465982028247,0.02127357821585592,0,2,0.42105263157894735,0.20481173612422565,0.30887407478472867,-0.712212707927075
0,0.04412708600770239,0.06382073464756777,0,3,0.3157894736842105,-0.21665641215527146,0.24911204182700478,-0.5862646895900476
1,0.2447047496790769,0.058755596977125873,0,2,0.5789473684210527,1.1674754376952938,0.14239412583106897,1.3520949683699652
0,0.46132862644416134,0.12662844176104715,0,2,0.47368421052631576,0.4645959826930536,1.5875325716093645,1.1740088047869779
0,0.04813863928112988,0.037482018761269956,0,1,0.47368421052631576,0.6256192760208397,1.4036058603284902,-0.07365992691223372
0,0.2968549422336343,0.27756954434021536,0,2,0.47368421052631576,0.3937457336288277,1.0857805032351402,-0.24543983865503774
0,0.07220795892169482,0.0060781652045302625,0,2,0.3157894736842105,-0.07448199931736023,0.4439882362543654,2.6164134909800767
0,0.1604621309370996,0.2218530299653546,0,2,0.42105263157894735,0.20481173612422565,0.6973272890099346,-0.5554202769360819
0,0.00802310654685498,0.0,0,2,0.3684210526315789,-0.03498910686238488,-0.12440066415877002,-1.3779379477085054
0,0.02005776636713745,0.0020260550681767543,0,1,0.42105263157894735,0.33624408221438357,0.4439882362543654,2.426206279613954
0,0.22464698331193944,0.17930587353364275,0,1,0.3684210526315789,0.13088104144851181,0.021756481661750444,-0.09791688581116292
0,0.02406931964056494,0.04963834917033048,0,2,0.8421052631578947,1.3923968632960104,1.1828938067914416,-0.7969413748083481
0,0.06017329910141235,0.04254715643171184,0,2,0.7368421052631579,1.44862721969619,3.206087630881055,0.02358887288397948
0,0.00802310654685498,0.0010130275340883772,0,2,0.3684210526315789,-0.03498910686238488,0.6226247478127795,2.1725966644591233
0,0.00401155327342749,0.01418238547723728,0,1,0.47368421052631576,0.2677897352924262,0.9131346302461597,-1.0228844864917426
0,0.10430038510911474,0.22084000243126622,0,1,0.3157894736842105,-0.12582275950882815,-0.4356612524802491,-0.8104344646161386
0,0.00802310654685498,0.005065137670441886,1,2,0.5263157894736842,0.5826797311334301,1.0857805032351402,0.1437197432204782
0,0.05616174582798486,0.02431266081812105,0,2,0.3684210526315789,0.01587773861962358,-0.07957913944047716,0.5841996011209735
0,0.02005776636713745,0.02431266081812105,0,2,0.631578947368421,0.9605477261426342,1.4742337174603461,-0.45969623766515316
0,0.02808087291399243,0.0010130275340883772,0,2,0.21052631578947367,-0.6069046975992504,-0.16590207593496734,3.282138730761507
0,0.0802310654685498,0.06787284478392126,0,2,0.631578947368421,0.7926063950274322,1.9921713364272868,-0.15361566765070248
0,0.0401155327342749,0.04254715643171184,0,2,0.631578947368421,1.0550147248949353,1.9921713364272868,-0.3537452711216894
0,0.49743260590500876,0.4477581700670627,0,3,0.3157894736842105,-0.12582275950882815,-0.03102248766232639,-0.21115448858628116
0,0.08825417201540478,0.24515266324938728,0,4,0.47368421052631576,0.3937457336288277,1.4742337174603461,-0.934121121187552
0,0.10430038510911474,0.11649816642016338,0,2,0.5789473684210527,1.0550147248949353,0.9621817532543928,-0.3958751826408635
0,0.02808087291399243,0.0020260550681767543,0,2,0.5789473684210527,0.5489415172933224,0.14239412583106897,2.764352433153728
0,0.1604621309370996,0.07293798245436316,0,2,0.3684210526315789,-0.03498910686238488,0.6226247478127795,0.5241341659527242
0,0.01203465982028247,0.010130275340883772,0,2,0.631578947368421,1.2697124493319831,1.8450299674025878,-0.14890673580432623
1,0.03209242618741992,0.010130275340883772,0,2,0.3684210526315789,0.19622382714674366,0.07933353910619788,0.9890851270699136
0,0.01604621309370996,0.004052110136353509,0,2,0.21052631578947367,-0.5194352543100828,-0.8403000172981718,1.2849630114172161
0,0.01203465982028247,0.004052110136353509,1,3,0.3684210526315789,-0.12582275950882815,-0.5512723281425127,0.90454858868497
0,0.01604621309370996,0.0030390826022651312,0,2,0.631578947368421,0.7926063950274322,1.9921713364272868,1.6653774341494618
0,0.00802310654685498,0.0010130275340883772,0,2,0.42105263157894735,0.20481173612422565,0.30887407478472867,2.1725966644591233
0,0.06418485237483984,0.01418238547723728,0,2,0.47368421052631576,0.5416071229802556,1.7106835000322105,1.4624897420255976
0,0.02005776636713745,0.04356018396580022,0,2,0.21052631578947367,-0.48520808084910405,-0.8227070275234795,-0.8231669145573134
0,0.1604621309370996,0.12764146929513553,0,2,0.9473684210526315,1.9633512513593687,1.743162865770104,-0.0946121842744228
0,0.05616174582798486,0.058755596977125873,0,2,0.7894736842105263,1.9138056226431268,1.8450299674025878,-0.3423653524929471
0,0.06819640564826733,0.10535486354519122,0,1,0.7368421052631579,1.142484168184103,0.9131346302461597,-0.6296847856401209
0,0.0401155327342749,0.01418238547723728,0,1,0.3684210526315789,0.07098348789179917,-0.03102248766232639,0.8411461848962626
0,0.2968549422336343,0.3859634904876717,0,2,0.47368421052631576,0.6256192760208397,0.9621817532543928,-0.511763569795084
0,0.19656611039794702,0.12561541422695877,1,1,0.631578947368421,0.9605477261426342,1.4742337174603461,0.13052617942629646
0,0.01203465982028247,0.00709119273861864,0,2,0.3157894736842105,-0.07448199931736023,-0.4004752729308645,0.2198026277669274
0,0.01604621309370996,0.0060781652045302625,0,2,0.631578947368421,0.7926063950274322,2.3518502384876627,0.7523828195920719
0,0.02406931964056494,0.0060781652045302625,0,2,0.2631578947368421,-0.23317162172735215,0.07933353910619788,1.2849630114172161
0,0.02808087291399243,0.004052110136353509,0,1,0.3157894736842105,-0.07448199931736023,0.021756481661750444,2.011208727542413
0,0.12435815147625219,0.0931985331361307,0,2,0.47368421052631576,0.3937457336288277,0.6973272890099346,-0.03566266749879226
0,0.01604621309370996,0.009117247806795395,0,2,0.3684210526315789,0.19622382714674366,0.9621817532543928,0.2607703348304002
0,0.03610397946084741,0.058755596977125873,0,2,0.3684210526315789,0.19622382714674366,0.07933353910619788,-0.6625317198836848
0,0.08825417201540478,0.06483376218165614,1,3,0.5789473684210527,0.858208477494308,0.778255041973519,-0.015523503504647878
0,0.02808087291399243,0.12257633162469364,0,1,0.7368421052631579,1.142484168184103,0.553455728185784,-1.0866831553041296
0,0.02005776636713745,0.030390826022651314,0,2,0.21052631578947367,-0.550924253894183,-0.46803235366568285,-0.6171091022440136
0,0.2406931964056494,0.4295236744534719,0,1,0.2631578947368421,-0.3619902563895808,-0.8564855678908886,-0.717714569412872
0,0.01203465982028247,0.025325688352209427,0,3,1.0,2.0171786010757797,0.9131346302461597,-0.8073163136101366
0,0.08424261874197729,0.12257633162469364,0,2,0.3684210526315789,0.01587773861962358,0.6973272890099346,-0.5903193541642779
0,0.02808087291399243,0.03849504629535833,0,2,0.3157894736842105,-0.018473897290304308,0.07933353910619788,-0.5494798715360587
0,0.14842747111681714,0.16613651559049386,0,2,0.2631578947368421,-0.27984504008323213,-0.4004752729308645,-0.3975664503189364
0,0.05215019255455737,0.06888587231800965,0,2,0.631578947368421,1.2697124493319831,1.8450299674025878,-0.523179615149632
0,0.02808087291399243,0.0030390826022651312,0,1,0.5789473684210527,0.6176675084490969,0.9131346302461597,2.3501233950675045
0,0.03209242618741992,0.025325688352209427,0,1,0.47368421052631576,0.3937457336288277,1.0857805032351402,-0.08683445237482226
0,0.02005776636713745,0.08610734039751206,0,3,0.6842105263157894,0.9675452816057676,0.19377682612540836,-1.0820600633612032
0,0.10028883183568725,0.12358935915878201,0,2,0.42105263157894735,0.2677897352924262,-0.03102248766232639,-0.472189322155539
0,0.01604621309370996,0.008104220272707017,1,2,1.0,2.0171786010757797,4.150244748789541,0.3973293583753088
0,0.02808087291399243,0.010130275340883772,1,1,0.47368421052631576,0.3937457336288277,0.6973272890099346,0.815039312747971
0,0.10831193838254223,0.15195413011325656,0,2,0.631578947368421,0.7926063950274322,0.9131346302461597,-0.5655274856023531
0,0.06418485237483984,0.08712036793160044,1,2,0.5263157894736842,0.5826797311334301,1.4742337174603461,-0.5425180389631811
0,0.06418485237483984,0.08509431286342369,0,1,0.21052631578947367,-0.48520808084910405,-0.8227070275234795,-0.5258096407882745
0,0.1203465982028247,0.1509411025791682,0,2,0.5789473684210527,0.7716137286380321,1.0857805032351402,-0.48534544744290053
0,0.0802310654685498,0.10839394614745636,0,2,0.3157894736842105,-0.25702692444257974,-0.16590207593496734,-0.5392289842043412
0,0.05215019255455737,0.04659926656806535,0,2,0.3684210526315789,0.07098348789179917,0.778255041973519,-0.2044561691107299
0,0.02005776636713745,0.008104220272707017,0,2,0.894736842105263,1.561087932496548,2.2233934877518142,0.6704474054651266
0,0.09226572528883227,0.08610734039751206,0,2,0.42105263157894735,0.0428683096917094,0.8360605798046506,-0.2437393910438463
0,0.12435815147625219,0.16208440545414035,0,1,0.3157894736842105,-0.17305625888497875,0.30887407478472867,-0.5135407777305225
0,0.00802310654685498,0.0010130275340883772,0,2,0.47368421052631576,0.4645959826930536,1.1828938067914416,2.1725966644591233
0,0.06017329910141235,0.04761229410215373,0,2,0.47368421052631576,0.4645959826930536,1.5875325716093645,-0.08943748361541436
0,0.02005776636713745,0.016208440545414034,0,2,0.2631578947368421,-0.3226290069094554,-0.03102248766232639,-0.10988987193435241
0,0.02808087291399243,0.023299633284032676,0,1,0.7894736842105263,1.3174230547624384,1.9921713364272868,-0.1352508334498354
0,0.0401155327342749,0.03646899122718158,0,2,0.3684210526315789,0.19622382714674366,-0.36209056796789946,-0.22015492200167006
0,0.06819640564826733,0.04761229410215373,0,2,0.5789473684210527,0.9523332045119994,2.5551470092174404,0.036728186827034104
0,0.01203465982028247,0.0010130275340883772,0,2,0.3684210526315789,0.13088104144851181,0.4439882362543654,2.6164134909800767
0,0.24871630295250438,0.3758332151467879,1,1,0.42105263157894735,0.14667819843050195,0.24911204182700478,-0.615351991746405
0,0.1644736842105271,0.03646899122718158,0,2,0.2631578947368421,-0.3619902563895808,-0.46803235366568285,1.4578786581136913
0,0.17249679075738206,0.5358915655327515,1,3,0.5263157894736842,0.44272862187076156,0.553455728185784,-0.9775717195882048
0,0.08424261874197729,0.07597706505662828,0,2,0.47368421052631576,0.5416071229802556,1.2884517454395954,-0.2129187780910023
0,0.01203465982028247,0.0010130275340883772,0,2,0.3157894736842105,-0.07448199931736023,0.4439882362543654,2.6164134909800767
0,0.03610397946084741,0.023299633284032676,0,4,0.47368421052631576,0.2677897352924262,0.553455728185784,0.1199438417997129
0,0.00802310654685498,0.00709119273861864,1,1,0.3684210526315789,0.07098348789179917,0.778255041973519,-0.19442641031929594
0,0.00802310654685498,0.0,0,2,0.21052631578947367,-0.5194352543100828,-0.03102248766232639,-1.3779379477085054
0,0.03610397946084741,0.14486293737463793,0,2,0.7368421052631579,1.2366820301878219,2.4901882777416535,-1.0625944130751963
0,0.02005776636713745,0.010130275340883772,1,4,0.5789473684210527,0.858208477494308,1.1828938067914416,0.3973293583753088
0,0.06017329910141235,0.06685981724983289,0,2,0.3684210526315789,0.13088104144851181,0.8662199908469803,-0.39167833321749757
0,0.0401155327342749,0.016208440545414034,0,1,0.9473684210526315,1.842239714497444,1.9921713364272868,0.6704474054651266
0,0.00802310654685498,0.0010130275340883772,0,2,0.3157894736842105,-0.07448199931736023,0.4439882362543654,2.1725966644591233
0,0.01604621309370996,0.009117247806795395,0,1,0.42105263157894735,0.14667819843050195,0.6226247478127795,0.2607703348304002
0,0.07220795892169482,0.03646899122718158,0,2,0.631578947368421,1.2697124493319831,0.5207576461802955,0.3973293583753088
0,0.05215019255455737,0.08712036793160044,0,2,0.42105263157894735,0.14667819843050195,0.9961374537985543,-0.678590221069427
0,0.23267008985879442,0.5612172538849609,1,2,0.3157894736842105,-0.018473897290304308,0.07933353910619788,-0.873205086174872
0,0.03209242618741992,0.01823449561359079,1,1,0.42105263157894735,0.2677897352924262,0.778255041973519,0.2607703348304002
0,0.02406931964056494,0.009117247806795395,0,1,0.7368421052631579,1.5684223268096154,2.1329152546248253,0.7523828195920719
0,0.08424261874197729,0.07901614765889342,0,2,0.5789473684210527,0.9523332045119994,2.1329152546248253,-0.24822238929153265
1,0.0401155327342749,0.04659926656806535,0,1,0.7894736842105263,1.5273497186564406,2.6395933601359634,-0.4269018908778906
0,0.02005776636713745,0.033429908624916446,1,1,0.8421052631578947,1.716283716161043,3.028046574361169,-0.677174537412263
0,0.00802310654685498,0.0,0,3,0.3684210526315789,-0.0820880378642444,0.553455728185784,-1.3779379477085054
0,0.0401155327342749,0.015195413011325657,0,2,0.2631578947368421,-0.23317162172735215,0.07933353910619788,0.7523828195920719
0,0.05616174582798486,0.1246023866928704,0,2,0.3157894736842105,-0.21665641215527146,0.24911204182700478,-0.8336954159163873
0,0.01604621309370996,0.04052110136353509,0,2,0.42105263157894735,0.33624408221438357,1.2884517454395954,-0.8937741369583743
0,0.05616174582798486,0.04254715643171184,0,1,0.47368421052631576,0.3283455037233885,1.743162865770104,-0.046487468145644695
0,0.30888960205391675,0.29985615009015965,0,2,0.5789473684210527,0.6176675084490969,0.19377682612540836,-0.2785096696780467
0,0.05616174582798486,0.008104220272707017,0,2,0.631578947368421,0.71763258649386,0.14239412583106897,2.011208727542413
0,0.0401155327342749,0.0486253216362421,0,1,0.10526315789473684,-0.9130477491113372,-0.8403000172981718,-0.45969623766515316
0,0.06017329910141235,0.06685981724983289,0,2,0.3684210526315789,0.01587773861962358,0.6973272890099346,-0.39167833321749757
0,0.30487804878048924,0.11244605628380987,0,2,0.5789473684210527,0.858208477494308,-0.03102248766232639,0.7865590885861987
0,0.02406931964056494,0.020260550681767544,0,2,1.0,3.005963612170718,4.244074027587899,-0.14890673580432623
0,0.20860077021822948,0.2481917458516524,0,3,0.2631578947368421,-0.27984504008323213,0.021756481661750444,-0.44547431218973427
0,0.03209242618741992,0.02127357821585592,0,1,0.3684210526315789,0.01587773861962358,0.6973272890099346,0.09124878836085812
0,0.02808087291399243,0.0020260550681767543,0,2,0.894736842105263,1.667300827919109,2.3518502384876627,2.764352433153728
0,0.02005776636713745,0.06483376218165614,0,2,0.3684210526315789,0.19622382714674366,0.5207576461802955,-0.9920102724728938
0,0.01604621309370996,0.0,0,2,0.3684210526315789,-0.03498910686238488,0.6226247478127795,-1.3779379477085054
1,0.46534017971758884,0.24110055311303377,0,1,0.3684210526315789,-0.03498910686238488,0.24911204182700478,0.36724008200100683
1,0.10028883183568725,0.045586239033976975,1,2,0.631578947368421,1.0550147248949353,0.778255041973519,0.5241341659527242
1,0.03610397946084741,0.012156330409060525,0,2,0.5789473684210527,0.7716137286380321,1.4742337174603461,0.90454858868497
1,0.00802310654685498,0.0020260550681767543,0,2,0.6842105263157894,1.363059286043743,2.5551470092174404,1.2849630114172161
0,0.12836970474967968,0.06280770711347938,1,2,0.42105263157894735,0.20481173612422565,0.30887407478472867,0.4351010031856028
0,0.0802310654685498,0.07699009259071667,0,1,0.6842105263157894,1.363059286043743,1.7106835000322105,-0.2683958814061214
0,0.04813863928112988,0.03646899122718158,0,2,0.5789473684210527,0.5489415172933224,1.5297270337782323,-0.046487468145644695
0,0.19255455712451952,0.177279818465466,1,1,0.7368421052631579,1.3384157211518388,1.8626869316855519,-0.23157699669474188
0,0.04412708600770239,0.12156330409060526,0,2,0.42105263157894735,0.33624408221438357,0.8662199908469803,-0.9307332064812851
0,0.03209242618741992,0.06280770711347938,0,1,0.5263157894736842,0.5100128090162753,0.9961374537985543,-0.7692748713369121
0,0.01203465982028247,0.0,0,1,0.47368421052631576,0.5416071229802556,1.2884517454395954,-1.3779379477085054
0,0.03209242618741992,0.004052110136353509,0,1,0.5263157894736842,0.44272862187076156,1.6324924343669112,2.1725966644591233
1,0.0802310654685498,0.06584678971574451,1,2,0.3684210526315789,0.19622382714674366,0.07933353910619788,-0.12480808459051887
0,0.00802310654685498,0.0,0,2,0.42105263157894735,0.20481173612422565,0.30887407478472867,-1.3779379477085054
0,0.07621951219512231,0.09623761573839583,0,2,0.631578947368421,0.9605477261426342,1.4742337174603461,-0.49030429466659836
1,0.10028883183568725,0.16107137792005197,0,1,0.47368421052631576,0.3283455037233885,1.369650159784329,-0.6543235566417334
0,0.11232349165596972,0.019247523147679167,0,1,0.2631578947368421,-0.39832371744815814,0.24911204182700478,1.7948802163561839
0,0.00802310654685498,0.0,0,2,0.7368421052631579,1.142484168184103,1.9921713364272868,-1.3779379477085054
0,0.06017329910141235,0.09623761573839583,0,2,0.42105263157894735,0.20481173612422565,1.0857805032351402,-0.6516922315833087
0,0.05215019255455737,0.13979779970419604,1,3,0.3684210526315789,0.13088104144851181,0.8662199908469803,-0.9194251997795733
0,0.02808087291399243,0.19044917640861492,0,1,0.47368421052631576,0.3283455037233885,0.6226247478127795,-1.1867553147456333
0,0.09226572528883227,0.5804647770326401,0,2,0.7368421052631579,1.0550147248949353,0.48922735281785995,-1.172412034755849
0,0.01604621309370996,0.0030390826022651312,0,2,0.47368421052631576,0.2677897352924262,1.6324924343669112,1.6653774341494618
0,0.36103979460847413,1.0,0,2,0.47368421052631576,0.3283455037233885,-0.12440066415877002,-1.0764774617697446
0,0.01604621309370996,0.00709119273861864,1,4,0.21052631578947367,-0.550924253894183,-0.46803235366568285,0.5587172952920193
0,0.02406931964056494,0.041534128897623465,0,1,0.47368421052631576,0.21155937889224724,0.8360605798046506,-0.6980483411232149
0,0.06017329910141235,0.09117247806795395,0,2,0.3684210526315789,0.07098348789179917,-0.03102248766232639,-0.6171091022440136
0,0.01604621309370996,0.0060781652045302625,0,1,0.3684210526315789,0.01587773861962358,0.30887407478472867,0.7523828195920719
0,0.04412708600770239,0.1823449561359079,0,2,0.3157894736842105,-0.17305625888497875,0.30887407478472867,-1.0712163712647051
0,0.00802310654685498,0.0,0,4,0.3684210526315789,-0.03498910686238488,0.6226247478127795,-1.3779379477085054
0,0.09226572528883227,0.05166440423850723,0,1,0.3684210526315789,0.07098348789179917,0.3736162771555962,0.27737886472099704
0,0.10430038510911474,0.08205523026115855,0,2,0.42105263157894735,0.09285084871409092,0.19377682612540836,-0.08381785542310809
0,0.00401155327342749,0.0010130275340883772,0,2,0.3684210526315789,-0.03498910686238488,0.24911204182700478,1.2849630114172161
1,0.05215019255455737,0.015195413011325657,0,2,0.7368421052631579,1.142484168184103,0.9131346302461597,1.0947558000510933
0,0.07621951219512231,0.03950807382944671,0,1,0.42105263157894735,0.33624408221438357,0.4439882362543654,0.3667213013738638
0,0.02406931964056494,0.01114330287497215,1,3,0.3684210526315789,0.07098348789179917,0.778255041973519,0.5017568469684746
0,0.3169127086007717,0.7374840448163386,1,2,0.5789473684210527,1.0550147248949353,0.5207576461802955,-0.8565769172972736
0,0.00802310654685498,0.004052110136353509,1,2,0.21052631578947367,-0.550924253894183,-0.46803235366568285,0.3973293583753088
0,0.01203465982028247,0.004052110136353509,1,2,0.3684210526315789,0.07098348789179917,0.3736162771555962,0.90454858868497
0,0.0401155327342749,0.0354559636930932,0,1,0.6842105263157894,1.2518209722955624,2.39681010124521,-0.19442641031929594
0,0.02808087291399243,0.04356018396580022,1,1,0.7368421052631579,1.0550147248949353,1.5297270337782323,-0.6323256791533034
0,0.08825417201540478,0.06483376218165614,0,2,0.6842105263157894,1.4844101737690314,3.16930228862488,-0.015523503504647878
0,0.01203465982028247,0.0,0,2,0.631578947368421,0.7926063950274322,0.9131346302461597,-1.3779379477085054
