index,user_id,SmsPerUser,PushPerUser,EmailsPerUser,NotsPerUser,cancelled_transactions,pending_transactions,failed_transactions,reverted_transactions,declined_transactions,completed_transactions,outbound_transactions,inbound_transactions,Age,country,city,created_date,user_settings_crypto_unlocked,plan,num_contacts,num_referrals,num_successful_referrals,months_subscribed,inbound_outbound_ratio,AvgNotsPerMonth,AvgEmailsPerMonth,AvgPushPerMonth,AvgSmsPerMonth
10,98,2.0,3.0,4.0,9.0,0.002105263157894737,0.00631578947368421,0.008421052631578947,0.023157894736842106,0.023157894736842106,0.4652631578947368,211.0,40.0,38,3,0,2018-08-08 10:58:12.876845,0,0,9,0,0,22,0.1593625498007968,0.4090909090909091,0.18181818181818182,0.13636363636363635,0.09090909090909091
11,101,1.0,6.0,2.0,9.0,0.0,0.0,0.0,0.02702702702702703,0.13513513513513514,1.1135135135135135,177.0,59.0,44,2,0,2018-03-13 16:05:55.013609,0,0,0,0,0,27,0.25,0.3333333333333333,0.07407407407407407,0.2222222222222222,0.037037037037037035
12,102,1.0,6.0,5.0,12.0,0.0,0.0,0.0,0.0,0.5,21.5,29.0,15.0,28,1,0,2018-07-07 07:43:27.977221,0,0,5,0,0,23,0.3409090909090909,0.5217391304347826,0.21739130434782608,0.2608695652173913,0.043478260869565216
13,112,1.0,4.0,3.0,8.0,0.0,0.14,0.0,0.06,0.2,12.7,631.0,24.0,25,2,1,2018-07-31 00:42:04.035694,0,0,40,0,0,23,0.0366412213740458,0.34782608695652173,0.13043478260869565,0.17391304347826086,0.043478260869565216
14,116,4.0,2.0,1.0,7.0,0.0,0.016260162601626018,0.032520325203252036,0.17073170731707318,0.4146341463414634,4.065040650406504,492.0,86.0,34,3,0,2018-05-17 17:50:17.015039,0,1,115,0,0,25,0.14878892733564014,0.28,0.04,0.08,0.16
15,134,1.0,8.0,1.0,10.0,0.0,0.0,0.0,0.003067484662576687,0.003067484662576687,0.03067484662576687,7.0,5.0,52,2,0,2018-04-05 20:27:14.296245,0,0,0,0,0,26,0.4166666666666667,0.38461538461538464,0.038461538461538464,0.3076923076923077,0.038461538461538464
16,153,1.0,6.0,1.0,8.0,0.0,0.0,0.0,0.006711409395973154,0.013422818791946308,0.040268456375838924,5.0,4.0,33,2,0,2018-04-30 04:40:49.227016,1,0,0,0,0,26,0.4444444444444444,0.3076923076923077,0.038461538461538464,0.23076923076923078,0.038461538461538464
17,154,4.0,5.0,5.0,14.0,0.0,0.0,0.022727272727272728,0.06060606060606061,0.05303030303030303,2.265151515151515,250.0,67.0,23,2,0,2018-03-13 11:25:50.127923,0,0,23,0,0,27,0.2113564668769716,0.5185185185185185,0.18518518518518517,0.18518518518518517,0.14814814814814814
18,155,1.0,7.0,7.0,15.0,0.0,0.06756756756756757,0.0945945945945946,0.05405405405405406,0.14864864864864866,5.797297297297297,356.0,100.0,39,2,0,2018-07-14 11:42:58.061344,1,1,41,0,0,23,0.21929824561403508,0.6521739130434783,0.30434782608695654,0.30434782608695654,0.043478260869565216
19,165,1.0,8.0,2.0,11.0,0.0,0.0,0.0,0.0022935779816513763,0.0,0.0045871559633027525,2.0,4.0,60,2,0,2018-08-06 23:08:12.107369,0,0,0,0,0,22,0.6666666666666666,0.5,0.09090909090909091,0.36363636363636365,0.045454545454545456
20,171,1.0,7.0,2.0,10.0,0.0,0.0,3.0,3.0,5.0,6.0,8.0,9.0,55,1,1,2018-03-13 22:19:13.371158,0,0,9,0,0,27,0.5294117647058824,0.37037037037037035,0.07407407407407407,0.25925925925925924,0.037037037037037035
21,187,1.0,12.0,7.0,20.0,0.0,0.031914893617021274,0.0,0.0851063829787234,0.07446808510638298,1.2127659574468086,172.0,92.0,37,1,0,2018-06-14 12:26:01.080794,1,1,57,0,0,24,0.3484848484848485,0.8333333333333334,0.2916666666666667,0.5,0.041666666666666664
22,192,1.0,2.0,2.0,5.0,0.0,0.0,0.025,0.0375,0.025,1.775,127.0,22.0,21,2,0,2018-05-15 14:27:52.169842,1,0,9,0,0,25,0.1476510067114094,0.2,0.08,0.08,0.04
23,212,1.0,9.0,2.0,12.0,0.0,0.0,0.012658227848101266,0.02531645569620253,0.0,0.06329113924050633,2.0,6.0,30,2,1,2018-03-08 06:27:28.500314,0,0,34,0,0,27,0.75,0.4444444444444444,0.07407407407407407,0.3333333333333333,0.037037037037037035
24,214,1.0,6.0,7.0,14.0,0.0,0.009009009009009009,0.018018018018018018,0.02702702702702703,0.05405405405405406,0.44144144144144143,48.0,13.0,40,2,1,2018-02-18 22:53:24.019825,0,0,12,0,0,28,0.21311475409836064,0.5,0.25,0.21428571428571427,0.03571428571428571
25,215,1.0,7.0,5.0,13.0,0.007518796992481203,0.007518796992481203,0.022556390977443608,0.015037593984962405,0.007518796992481203,0.09774436090225563,12.0,9.0,30,2,0,2018-04-12 08:12:51.950095,0,0,16,0,0,26,0.42857142857142855,0.5,0.19230769230769232,0.2692307692307692,0.038461538461538464
26,233,1.0,6.0,1.0,8.0,0.0,0.009538950715421303,0.001589825119236884,0.006359300476947536,0.003179650238473768,0.15262321144674085,84.0,25.0,36,1,1,2018-05-01 10:04:45.964360,1,0,43,0,0,25,0.22935779816513763,0.32,0.04,0.24,0.04
27,237,1.0,8.0,2.0,11.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.1111111111111111,4.0,2.0,28,2,1,2018-08-07 19:27:48.316833,1,0,0,0,0,22,0.3333333333333333,0.5,0.09090909090909091,0.36363636363636365,0.045454545454545456
28,241,1.0,6.0,1.0,8.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.1111111111111111,2.0,4.0,78,2,0,2018-03-12 15:45:12.615836,0,0,2,0,0,27,0.6666666666666666,0.2962962962962963,0.037037037037037035,0.2222222222222222,0.037037037037037035
29,261,4.0,3.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,52,2,1,2018-07-05 13:31:48.753560,0,0,4,0,0,23,0.5,0.30434782608695654,0.0,0.13043478260869565,0.17391304347826086
30,263,5.0,5.0,2.0,12.0,0.0,0.2,0.0,0.4666666666666667,0.8666666666666667,24.4,342.0,47.0,33,1,1,2018-04-12 13:42:33.333018,1,0,83,0,0,26,0.12082262210796915,0.46153846153846156,0.07692307692307693,0.19230769230769232,0.19230769230769232
31,282,5.0,6.0,7.0,18.0,0.0,0.011627906976744186,0.0,0.05813953488372093,0.0,0.29069767441860467,25.0,6.0,47,1,0,2018-06-01 15:27:57.317452,0,0,94,0,0,24,0.1935483870967742,0.75,0.2916666666666667,0.25,0.20833333333333334
32,283,1.0,5.0,2.0,8.0,0.0,1.75,0.5,3.25,3.0,82.5,318.0,46.0,40,1,1,2018-07-14 08:43:16.596372,0,1,252,0,0,23,0.12637362637362637,0.34782608695652173,0.08695652173913043,0.21739130434782608,0.043478260869565216
33,309,4.0,10.0,2.0,16.0,0.0,0.0,0.08333333333333333,0.5416666666666666,0.4166666666666667,3.75,95.0,20.0,37,2,1,2018-01-17 10:58:54.710340,0,0,0,0,0,29,0.17391304347826086,0.5517241379310345,0.06896551724137931,0.3448275862068966,0.13793103448275862
34,319,4.0,11.0,9.0,24.0,0.0,0.5,0.5,2.5,5.0,82.5,138.0,44.0,36,3,1,2018-06-19 07:18:11.565668,0,1,61,0,0,24,0.24175824175824176,1.0,0.375,0.4583333333333333,0.16666666666666666
35,320,1.0,7.0,1.0,9.0,0.0,0.015625,0.015625,0.03125,0.0234375,0.1015625,12.0,12.0,73,2,0,2018-06-22 16:18:07.788749,0,0,0,0,0,24,0.5,0.375,0.041666666666666664,0.2916666666666667,0.041666666666666664
36,338,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.34782608695652173,6.0,3.0,38,2,0,2018-07-30 15:27:11.661526,0,0,0,0,0,23,0.3333333333333333,0.21739130434782608,0.043478260869565216,0.13043478260869565,0.043478260869565216
37,340,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,2.0,38,2,0,2018-04-16 13:51:56.628848,0,0,0,0,0,26,0.0,0.19230769230769232,0.0,0.15384615384615385,0.038461538461538464
38,363,1.0,5.0,6.0,12.0,0.0,0.0,0.2,0.2,0.2,7.6,31.0,10.0,38,2,0,2018-08-06 16:14:01.697858,0,0,0,0,0,22,0.24390243902439024,0.5454545454545454,0.2727272727272727,0.22727272727272727,0.045454545454545456
39,383,5.0,4.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0033112582781456954,0.0,1.0,36,2,1,2018-08-22 19:10:35.626117,0,0,0,0,0,22,0.0,0.5,0.09090909090909091,0.18181818181818182,0.22727272727272727
40,391,4.0,3.0,2.0,9.0,0.0,0.0,0.0,0.007326007326007326,0.0,0.040293040293040296,11.0,15.0,32,3,0,2018-07-26 16:59:21.536051,1,0,2,0,0,23,0.5769230769230769,0.391304347826087,0.08695652173913043,0.13043478260869565,0.17391304347826086
41,403,1.0,9.0,1.0,11.0,0.0,0.09375,0.21875,0.84375,0.34375,7.0625,203.0,71.0,31,1,1,2018-04-17 19:48:44.223313,0,0,120,0,0,26,0.2591240875912409,0.4230769230769231,0.038461538461538464,0.34615384615384615,0.038461538461538464
42,423,1.0,7.0,2.0,10.0,0.0,0.0,0.0,0.006355932203389831,0.036016949152542374,0.5,221.0,35.0,45,2,0,2018-08-05 01:28:18.637512,0,0,1,0,0,22,0.13671875,0.45454545454545453,0.09090909090909091,0.3181818181818182,0.045454545454545456
43,435,1.0,4.0,2.0,7.0,0.0,0.03125,0.03125,0.0625,0.03125,2.25,60.0,17.0,41,2,0,2018-07-01 06:42:36.110040,0,0,1,0,0,23,0.22077922077922077,0.30434782608695654,0.08695652173913043,0.17391304347826086,0.043478260869565216
44,436,1.0,5.0,4.0,10.0,0.007633587786259542,0.007633587786259542,0.05343511450381679,0.08396946564885496,0.12213740458015267,2.0,257.0,41.0,25,1,0,2018-05-25 03:31:50.820706,1,0,4,0,0,25,0.13758389261744966,0.4,0.16,0.2,0.04
45,442,1.0,7.0,1.0,9.0,0.0,0.0,0.0,0.375,0.125,1.25,9.0,5.0,50,2,0,2018-05-16 09:18:22.282555,0,0,0,0,0,25,0.35714285714285715,0.36,0.04,0.28,0.04
46,443,1.0,4.0,3.0,8.0,0.0,0.0,0.0,0.05228758169934641,0.0392156862745098,2.2091503267973858,320.0,32.0,24,2,0,2018-08-06 05:02:36.302838,1,0,6,0,0,22,0.09090909090909091,0.36363636363636365,0.13636363636363635,0.18181818181818182,0.045454545454545456
47,444,1.0,11.0,3.0,15.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.23809523809523808,2.0,4.0,52,2,0,2018-04-24 09:48:47.058629,0,1,3,0,0,26,0.6666666666666666,0.5769230769230769,0.11538461538461539,0.4230769230769231,0.038461538461538464
48,454,1.0,6.0,1.0,8.0,0.0,0.0,0.00078003120124805,0.0070202808112324495,0.00858034321372855,0.07878315132605304,110.0,12.0,40,1,0,2018-07-09 10:41:57.062890,0,0,9,0,0,23,0.09836065573770492,0.34782608695652173,0.043478260869565216,0.2608695652173913,0.043478260869565216
49,455,1.0,8.0,1.0,10.0,0.0,0.0,0.0,0.007009345794392523,0.0,0.06775700934579439,22.0,10.0,36,2,0,2018-03-05 03:01:49.825782,0,0,13,0,0,27,0.3125,0.37037037037037035,0.037037037037037035,0.2962962962962963,0.037037037037037035
50,485,4.0,1.0,3.0,8.0,0.0,0.0,4.0,17.333333333333332,7.666666666666667,498.3333333333333,1484.0,98.0,35,1,0,2018-08-13 16:19:56.232259,1,0,4,0,0,22,0.061946902654867256,0.36363636363636365,0.13636363636363635,0.045454545454545456,0.18181818181818182
51,486,1.0,8.0,7.0,16.0,0.0,0.0,0.0,0.125,0.25,11.5,79.0,16.0,22,2,0,2018-06-07 23:44:12.522343,0,0,11,0,0,24,0.16842105263157894,0.6666666666666666,0.2916666666666667,0.3333333333333333,0.041666666666666664
52,489,1.0,6.0,5.0,12.0,0.0,0.0,0.0,0.75,0.5,11.25,33.0,17.0,38,2,0,2018-07-04 09:28:54.985913,1,1,8,0,0,23,0.34,0.5217391304347826,0.21739130434782608,0.2608695652173913,0.043478260869565216
53,493,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,21,2,0,2018-08-10 14:33:20.516528,0,0,0,0,0,22,0.0,0.3181818181818182,0.09090909090909091,0.18181818181818182,0.045454545454545456
54,502,1.0,7.0,3.0,11.0,0.0,0.0,0.0,0.5,0.375,4.0,35.0,4.0,40,2,0,2018-06-09 03:50:50.698987,0,0,2,0,0,24,0.10256410256410256,0.4583333333333333,0.125,0.2916666666666667,0.041666666666666664
55,529,1.0,3.0,1.0,5.0,0.0,0.0,0.011494252873563218,0.017241379310344827,0.028735632183908046,0.06896551724137931,14.0,8.0,31,2,0,2018-08-16 22:48:29.781317,0,0,13,0,0,22,0.36363636363636365,0.22727272727272727,0.045454545454545456,0.13636363636363635,0.045454545454545456
56,543,1.0,5.0,3.0,9.0,0.0,0.0,0.07692307692307693,0.038461538461538464,0.0,0.7692307692307693,12.0,11.0,27,2,1,2018-03-16 14:05:44.681378,0,0,16,0,0,27,0.4782608695652174,0.3333333333333333,0.1111111111111111,0.18518518518518517,0.037037037037037035
57,546,1.0,10.0,4.0,15.0,0.008,0.0,0.008,0.032,0.016,0.216,24.0,11.0,78,2,0,2018-05-03 16:34:48.952306,0,1,1,0,0,25,0.3142857142857143,0.6,0.16,0.4,0.04
58,549,1.0,6.0,7.0,14.0,0.0,0.0,0.0,0.08108108108108109,0.10810810810810811,0.6126126126126126,76.0,13.0,40,2,0,2018-08-03 07:26:15.468995,0,0,0,0,0,22,0.14606741573033707,0.6363636363636364,0.3181818181818182,0.2727272727272727,0.045454545454545456
59,551,1.0,3.0,2.0,6.0,0.0,0.006211180124223602,0.0,0.031055900621118012,0.049689440993788817,4.285714285714286,666.0,38.0,26,2,0,2018-08-12 15:55:27.345072,0,0,19,0,0,22,0.05397727272727273,0.2727272727272727,0.09090909090909091,0.13636363636363635,0.045454545454545456
60,577,1.0,5.0,0.0,6.0,0.015151515151515152,0.0,0.0,0.10606060606060606,0.06060606060606061,0.3484848484848485,26.0,9.0,29,2,0,2018-03-24 18:19:39.293541,0,0,16,0,0,27,0.2571428571428571,0.2222222222222222,0.0,0.18518518518518517,0.037037037037037035
61,579,1.0,4.0,4.0,9.0,0.0,0.0,0.0,1.0,0.3333333333333333,59.0,145.0,36.0,64,3,0,2018-04-22 23:30:50.825965,0,0,2,0,0,26,0.19889502762430938,0.34615384615384615,0.15384615384615385,0.15384615384615385,0.038461538461538464
62,587,1.0,9.0,4.0,14.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.23376623376623376,12.0,7.0,32,2,1,2018-05-04 20:31:03.524535,1,0,11,0,0,25,0.3684210526315789,0.56,0.16,0.36,0.04
63,607,1.0,3.0,0.0,4.0,0.0,0.02631578947368421,0.0,0.10526315789473684,0.07894736842105263,0.7105263157894737,30.0,5.0,36,1,1,2018-05-28 18:29:27.663572,0,0,0,0,0,25,0.14285714285714285,0.16,0.0,0.12,0.04
64,610,1.0,4.0,2.0,7.0,0.0,0.0,1.0,3.5,3.0,21.0,75.0,39.0,39,3,0,2018-07-31 18:50:06.506748,0,0,20,0,0,23,0.34210526315789475,0.30434782608695654,0.08695652173913043,0.17391304347826086,0.043478260869565216
65,611,1.0,7.0,3.0,11.0,0.0,0.0,0.10344827586206896,0.20689655172413793,0.20689655172413793,9.068965517241379,230.0,48.0,28,2,1,2018-08-02 22:34:21.674654,0,0,20,0,0,22,0.17266187050359713,0.5,0.13636363636363635,0.3181818181818182,0.045454545454545456
66,621,1.0,5.0,1.0,7.0,0.0,0.0,0.011235955056179775,0.07865168539325842,0.14606741573033707,3.6741573033707864,320.0,28.0,54,2,0,2018-08-06 06:12:47.467302,0,0,37,0,0,22,0.08045977011494253,0.3181818181818182,0.045454545454545456,0.22727272727272727,0.045454545454545456
67,666,1.0,7.0,3.0,11.0,0.0,0.0,0.011235955056179775,0.011235955056179775,0.0,0.02247191011235955,2.0,2.0,39,1,0,2018-06-18 18:20:52.607450,0,1,35,0,0,24,0.5,0.4583333333333333,0.125,0.2916666666666667,0.041666666666666664
68,676,1.0,9.0,2.0,12.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,1.3333333333333333,0.2,2.8,49.0,21.0,51,1,1,2018-03-07 09:16:33.587625,0,0,12,0,0,27,0.3,0.4444444444444444,0.07407407407407407,0.3333333333333333,0.037037037037037035
69,684,1.0,4.0,3.0,8.0,0.0,0.0,0.0,0.014084507042253521,0.07042253521126761,0.2535211267605634,21.0,3.0,20,2,0,2018-05-15 06:01:19.027562,0,0,0,0,0,25,0.125,0.32,0.12,0.16,0.04
70,688,1.0,4.0,1.0,6.0,0.0,0.019138755980861243,0.0,0.019138755980861243,0.004784688995215311,0.31100478468899523,63.0,11.0,55,3,0,2018-04-28 14:28:17.379563,0,0,3,0,0,26,0.14864864864864866,0.23076923076923078,0.038461538461538464,0.15384615384615385,0.038461538461538464
71,692,1.0,3.0,7.0,11.0,0.0,0.2,0.2,0.4,0.4,10.7,58.0,61.0,26,2,1,2018-09-22 12:49:32.486316,0,1,11,0,0,21,0.5126050420168067,0.5238095238095238,0.3333333333333333,0.14285714285714285,0.047619047619047616
72,716,1.0,7.0,1.0,9.0,0.0,0.02127659574468085,0.10638297872340426,0.19148936170212766,0.0851063829787234,4.702127659574468,125.0,115.0,26,2,1,2018-06-02 05:11:30.054643,0,0,7,0,0,24,0.4791666666666667,0.375,0.041666666666666664,0.2916666666666667,0.041666666666666664
73,717,1.0,6.0,2.0,9.0,0.0,0.0,0.0,2.0,0.5,22.0,37.0,12.0,25,1,0,2018-08-04 01:38:54.330178,0,0,6,0,0,22,0.24489795918367346,0.4090909090909091,0.09090909090909091,0.2727272727272727,0.045454545454545456
74,753,1.0,6.0,2.0,9.0,0.0,0.026785714285714284,0.026785714285714284,0.0625,0.23214285714285715,2.7589285714285716,274.0,74.0,19,2,0,2018-05-06 05:21:02.147295,0,0,23,0,0,25,0.21264367816091953,0.36,0.08,0.24,0.04
75,762,1.0,4.0,1.0,6.0,0.0,0.0,0.030612244897959183,0.030612244897959183,0.0,0.061224489795918366,6.0,18.0,19,2,0,2018-07-22 20:19:19.564496,0,0,0,0,0,23,0.75,0.2608695652173913,0.043478260869565216,0.17391304347826086,0.043478260869565216
76,764,1.0,5.0,2.0,8.0,0.3181818181818182,0.045454545454545456,0.045454545454545456,0.4090909090909091,0.9090909090909091,10.045454545454545,219.0,40.0,55,2,0,2018-05-29 03:29:40.903407,0,0,31,0,0,25,0.15444015444015444,0.32,0.08,0.2,0.04
77,777,1.0,3.0,3.0,7.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,2.0,47,2,0,2018-04-14 23:52:41.826206,0,0,0,0,0,26,0.0,0.2692307692307692,0.11538461538461539,0.11538461538461539,0.038461538461538464
78,784,1.0,4.0,3.0,8.0,0.0,0.0,0.004008016032064128,0.004008016032064128,0.0,0.006012024048096192,2.0,5.0,47,1,1,2018-07-02 10:37:38.808340,0,0,0,0,0,23,0.7142857142857143,0.34782608695652173,0.13043478260869565,0.17391304347826086,0.043478260869565216
79,797,1.0,3.0,3.0,7.0,0.0,0.0,0.012552301255230125,0.02092050209205021,0.03347280334728033,0.9079497907949791,177.0,56.0,20,1,0,2018-07-30 10:49:08.138576,0,0,4,0,0,23,0.24034334763948498,0.30434782608695654,0.13043478260869565,0.13043478260869565,0.043478260869565216
80,798,1.0,7.0,8.0,16.0,0.0,0.011299435028248588,0.0,0.011299435028248588,0.01694915254237288,0.2711864406779661,49.0,6.0,49,2,0,2018-02-04 10:03:21.091740,0,0,0,0,0,28,0.10909090909090909,0.5714285714285714,0.2857142857142857,0.25,0.03571428571428571
81,804,2.0,11.0,1.0,14.0,0.0,0.7777777777777778,0.05555555555555555,0.1111111111111111,0.05555555555555555,2.1666666666666665,42.0,15.0,33,2,0,2018-06-22 22:52:13.721957,0,0,0,0,0,24,0.2631578947368421,0.5833333333333334,0.041666666666666664,0.4583333333333333,0.08333333333333333
82,807,1.0,5.0,1.0,7.0,0.007352941176470588,0.0,0.0,0.007352941176470588,0.0,0.007352941176470588,1.0,2.0,54,2,0,2018-04-22 05:15:18.833289,0,0,2,0,0,26,0.6666666666666666,0.2692307692307692,0.038461538461538464,0.19230769230769232,0.038461538461538464
83,813,1.0,6.0,2.0,9.0,0.0,0.016666666666666666,0.0,0.03333333333333333,0.0,0.2,14.0,1.0,31,1,0,2018-03-28 10:02:33.183229,0,0,1,0,0,27,0.06666666666666667,0.3333333333333333,0.07407407407407407,0.2222222222222222,0.037037037037037035
84,815,1.0,2.0,3.0,6.0,0.0,0.1111111111111111,0.2962962962962963,0.4074074074074074,0.7037037037037037,7.518518518518518,218.0,26.0,43,1,0,2018-06-08 16:49:08.407651,0,0,0,0,0,24,0.10655737704918032,0.25,0.125,0.08333333333333333,0.041666666666666664
85,831,1.0,6.0,3.0,10.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.23076923076923078,5.0,2.0,40,2,0,2018-05-04 19:10:14.396689,1,0,1,0,0,25,0.2857142857142857,0.4,0.12,0.24,0.04
86,835,1.0,3.0,3.0,7.0,0.0,0.0,2.0,1.5,0.0,15.5,24.0,14.0,52,2,0,2018-05-15 09:22:23.444345,0,0,3,0,0,25,0.3684210526315789,0.28,0.12,0.12,0.04
87,840,4.0,7.0,1.0,12.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.896551724137931,24.0,5.0,33,2,0,2018-05-31 06:28:52.986086,0,0,1,0,0,25,0.1724137931034483,0.48,0.04,0.28,0.16
88,846,1.0,3.0,0.0,4.0,0.0,0.0,0.00904977375565611,0.01809954751131222,0.0,0.00904977375565611,1.0,7.0,30,2,0,2018-03-29 20:58:54.133420,0,0,3,0,0,27,0.875,0.14814814814814814,0.0,0.1111111111111111,0.037037037037037035
89,848,1.0,9.0,2.0,12.0,0.0,0.0009930486593843098,0.0,0.0019860973187686196,0.0,0.08341608738828203,67.0,20.0,30,2,0,2018-03-09 11:09:19.260959,0,0,2,0,0,27,0.22988505747126436,0.4444444444444444,0.07407407407407407,0.3333333333333333,0.037037037037037035
90,860,1.0,8.0,3.0,12.0,0.0,0.0,0.0,0.06666666666666667,0.6,2.8,42.0,10.0,45,2,0,2018-06-13 22:32:56.334512,0,0,0,0,0,24,0.19230769230769232,0.5,0.125,0.3333333333333333,0.041666666666666664
91,861,2.0,3.0,1.0,6.0,0.0,1.0,5.0,6.0,16.0,538.0,442.0,124.0,26,3,1,2018-06-05 12:22:17.977050,0,0,8,0,0,24,0.21908127208480566,0.25,0.041666666666666664,0.125,0.08333333333333333
92,863,1.0,7.0,1.0,9.0,0.0,0.025,0.0,0.275,0.175,6.125,242.0,22.0,37,4,1,2018-05-10 20:05:05.400768,0,0,37,0,0,25,0.08333333333333333,0.36,0.04,0.28,0.04
93,871,2.0,5.0,4.0,11.0,0.0,0.006756756756756757,0.006756756756756757,0.033783783783783786,0.013513513513513514,0.8918918918918919,115.0,26.0,33,2,0,2018-08-15 09:05:35.308407,0,0,0,0,0,22,0.18439716312056736,0.5,0.18181818181818182,0.22727272727272727,0.09090909090909091
94,905,1.0,4.0,6.0,11.0,0.0,0.0,0.014814814814814815,0.003703703703703704,0.0,0.014814814814814815,2.0,7.0,57,2,0,2018-02-10 01:00:42.677838,0,0,0,0,0,28,0.7777777777777778,0.39285714285714285,0.21428571428571427,0.14285714285714285,0.03571428571428571
95,927,1.0,5.0,1.0,7.0,0.02564102564102564,0.0,0.07692307692307693,0.1282051282051282,0.02564102564102564,2.6153846153846154,72.0,40.0,51,2,0,2018-04-09 23:45:44.981633,0,0,6,0,0,26,0.35714285714285715,0.2692307692307692,0.038461538461538464,0.19230769230769232,0.038461538461538464
96,931,2.0,7.0,3.0,12.0,0.0,0.0,0.0,0.004739336492890996,0.009478672985781991,0.04739336492890995,10.0,3.0,24,2,0,2018-08-04 11:18:51.736438,0,0,0,0,0,22,0.23076923076923078,0.5454545454545454,0.13636363636363635,0.3181818181818182,0.09090909090909091
97,935,1.0,3.0,3.0,7.0,0.0,0.0,0.015873015873015872,0.007936507936507936,0.0,0.11904761904761904,10.0,8.0,41,2,0,2018-08-02 08:57:47.877088,0,1,0,0,0,22,0.4444444444444444,0.3181818181818182,0.13636363636363635,0.13636363636363635,0.045454545454545456
